journal,pmc_ID,converted_accession,species
Mol_Med_Rep,PMC6102731,GSE48041,Mus musculus
Mol_Med_Rep,PMC6323223,GSE9954,Mus musculus
Mol_Med_Rep,PMC6323219,GSE54491,Mus musculus
Mol_Med_Rep,PMC6390051,GSE47681,Mus musculus
Mol_Med_Rep,PMC6423582,GSE40156,Mus musculus
Mol_Med_Rep,PMC6423621,GSE4193,Mus musculus
Mol_Med_Rep,PMC6423625,GSE5296,Mus musculus
Mol_Med_Rep,PMC6755251,GSE55238,Mus musculus
Mol_Med_Rep,PMC6797987,GSE77271,Mus musculus
Mol_Med_Rep,PMC6797987,GSE80601,Mus musculus
Mol_Med_Rep,PMC6854551,GSE61140,Mus musculus
Mol_Med_Rep,PMC6947934,GSE73457,Mus musculus
Leukemia,PMC4705427,GSE21512,Mus musculus
Leukemia,PMC4705427,GSE34723,Mus musculus
Leukemia,PMC3435461,GSE19499,Mus musculus
Leukemia,PMC3432644,GSE3158,Mus musculus
Leukemia,PMC5332284,GSE21299,Mus musculus
Leukemia,PMC5529293,GSE4528,Mus musculus
Immunol_Rev,PMC4231239,GSE48579,Mus musculus
Immunol_Rev,PMC4231239,GSE24819,Mus musculus
Immunol_Rev,PMC4231239,GSE27859,Mus musculus
J_Mol_Cell_Biol,PMC7052986,GSE50807,Mus musculus
J_Mol_Cell_Biol,PMC7052987,GSE81390,Mus musculus
J_Mol_Cell_Biol,PMC7109606,GSE65924,Mus musculus
Mol_Cell_Biol,PMC3811882,GSE23581,Mus musculus
Mol_Cell_Biol,PMC5440651,GSE68449,Mus musculus
Mol_Cell_Biol,PMC5599723,GSE31578,Mus musculus
Mol_Psychiatry,PMC4565786,GSE59318,Mus musculus
Microarrays_(Basel),PMC5003481,GSE32935,Mus musculus
Microarrays_(Basel),PMC4996392,GSE18858,Mus musculus
Mol_Biol_Evol,PMC4327158,ERP004622,Mus musculus
Mol_Biol_Evol,PMC5850798,GSE3594,Mus musculus
Mol_Biol_Evol,PMC5850798,GSE16496,Mus musculus
Mol_Biol_Evol,PMC5850798,GSE10246,Mus musculus
Mol_Biol_Evol,PMC5435083,ERP000927,Mus musculus
Mol_Genet_Genomic_Med,PMC6900386,GSE10246,Mus musculus
Mol_Ther_Nucleic_Acids,PMC4221599,GSE27630,Mus musculus
Mol_Ther_Nucleic_Acids,PMC4221599,GSE3594,Mus musculus
Mol_Ther_Nucleic_Acids,PMC6202788,GSE7762,Mus musculus
Mol_Ther_Nucleic_Acids,PMC6325073,GSE85101,Mus musculus
Mol_Ther_Nucleic_Acids,PMC7015826,GSE70605,Mus musculus
Mol_Ther_Nucleic_Acids,PMC7047133,GSE21161,Mus musculus
Int_J_Fertil_Steril,PMC5582145,GSE75,Mus musculus
Molecules,PMC6099720,GSE87822,Mus musculus
Mol_Metab,PMC6920326,GSE114913,Mus musculus
Mol_Metab,PMC5485243,GSE25308,Mus musculus
Mol_Metab,PMC5784328,GSE42473,Mus musculus
Mol_Metab,PMC5784328,GSE45875,Mus musculus
Mol_Metab,PMC5870114,GSE5041,Mus musculus
Mol_Metab,PMC5985232,GSE17863,Mus musculus
Mol_Metab,PMC5985232,GSE51080,Mus musculus
Mol_Metab,PMC5985232,GSE13432,Mus musculus
Mol_Metab,PMC5985232,GSE8295,Mus musculus
Mol_Metab,PMC6157647,GSE11804,Mus musculus
Mol_Metab,PMC6157647,GSE4065,Mus musculus
Mol_Metab,PMC6358551,GSE35151,Mus musculus
Mol_Metab,PMC6531832,GSE10246,Mus musculus
Mol_Metab,PMC7044666,GSE20610,Mus musculus
J_Alzheimers_Dis,PMC5545904,GSE35338,Mus musculus
J_Alzheimers_Dis,PMC5545904,GSE74995,Mus musculus
Metabolites,PMC6836067,GSE10246,Mus musculus
Iran_Biomed_J,PMC6305824,GSE2,Mus musculus
J_Proteomics_Bioinform,PMC4276347,GSE21978,Mus musculus
J_Proteomics_Bioinform,PMC4276347,GSE40173,Mus musculus
J_Immunol,PMC4472943,GSE68449,Mus musculus
J_Immunol,PMC5544928,GSE53111,Mus musculus
Life_(Basel),PMC5871936,SRP042275,Mus musculus
J_Am_Med_Inform_Assoc,PMC3422825,GSE5296,Mus musculus
J_Am_Med_Inform_Assoc,PMC3277634,GSE12464,Mus musculus
J_Am_Med_Inform_Assoc,PMC3277634,GSE15324,Mus musculus
J_Am_Med_Inform_Assoc,PMC3277634,GSE2585,Mus musculus
J_Am_Med_Inform_Assoc,PMC3277634,GSE85,Mus musculus
J_Am_Med_Inform_Assoc,PMC3277634,GSE8726,Mus musculus
J_Am_Med_Inform_Assoc,PMC3932469,SRP001562,Mus musculus
Immun_Inflamm_Dis,PMC6688076,GSE36890,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE10082,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE11796,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE23780,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE17184,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE8396,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE22871,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE9786,Mus musculus
Nucl_Recept_Signal,PMC4422105,GSE8295,Mus musculus
Nucl_Recept_Signal,PMC4978380,GSE4679,Mus musculus
Nucl_Recept_Signal,PMC4978380,GSE11431,Mus musculus
Nucl_Recept_Signal,PMC4978380,GSE56797,Mus musculus
Nucl_Recept_Signal,PMC4978380,GSE71209,Mus musculus
Nucl_Recept_Signal,PMC4419664,GSE47062,Mus musculus
Nucl_Recept_Signal,PMC4419664,GSE26207,Mus musculus
Nucl_Recept_Signal,PMC4419664,GSE32498,Mus musculus
Nucl_Recept_Signal,PMC4419664,GSE17890,Mus musculus
Int_J_Bipolar_Disord,PMC6995798,GSE43955,Mus musculus
Immunology,PMC7011629,GSE17721,Mus musculus
Immunology,PMC7011629,GSE122108,Mus musculus
Neuropsychopharmacology,PMC3682135,GSE23182,Mus musculus
Neuropsychopharmacology,PMC3682135,GSE5296,Mus musculus
Neuropsychopharmacology,PMC3682135,GSE13799,Mus musculus
Neurochem_Res,PMC5756272,GSE10881,Mus musculus
Neurochem_Res,PMC5756272,GSE55981,Mus musculus
Lab_Invest,PMC6515060,GSE775,Mus musculus
Mamm_Genome,PMC4602055,DRP001032,Mus musculus
Mamm_Genome,PMC4602068,GSE41707,Mus musculus
Mamm_Genome,PMC6132725,GSE53248,Mus musculus
Mol_Cell,PMC4429956,GSE19968,Mus musculus
Mol_Cell,PMC3098377,GSE8024,Mus musculus
Mol_Cell,PMC5179500,GSE4535,Mus musculus
Mol_Cell,PMC5179500,SRP042275,Mus musculus
Mol_Cell,PMC5364370,GSE75667,Mus musculus
Mol_Cell,PMC5364370,GSE4535,Mus musculus
Mol_Cell,PMC6039721,GSE23943,Mus musculus
Mol_Cell,PMC6039721,GSE56138,Mus musculus
Mol_Cell,PMC6224609,GSE85576,Mus musculus
Mol_Cell,PMC6224606,GSE6688,Mus musculus
Mol_Cell,PMC6242782,GSE116811,Mus musculus
Mol_Cell,PMC6375729,GSE61188,Mus musculus
Mol_Cell,PMC6414425,GSE48895,Mus musculus
Mol_Cell,PMC6414425,GSE12241,Mus musculus
Mol_Cell,PMC6561741,GSE84480,Mus musculus
Mol_Cell,PMC6561741,GSE103370,Mus musculus
Mol_Cell,PMC6561741,GSE98756,Mus musculus
Mol_Cell,PMC6561741,GSE55698,Mus musculus
Mol_Cell,PMC6561741,GSE107377,Mus musculus
Mol_Cell,PMC6458999,GSE62001,Mus musculus
Mol_Cell,PMC7033600,GSE48175,Mus musculus
Mol_Cell,PMC7033600,GSE98756,Mus musculus
Mol_Cell,PMC4672152,GSE3351,Mus musculus
Mol_Cell,PMC4672152,DRP000598,Mus musculus
Mol_Cell,PMC5009765,GSE24164,Mus musculus
Mol_Cell,PMC5009765,GSE12241,Mus musculus
Mol_Cell,PMC5009765,GSE27841,Mus musculus
Mol_Cell,PMC6561722,GSE32916,Mus musculus
Mol_Cell,PMC6964159,GSE98671,Mus musculus
Mol_Cell,PMC6964159,GSE12680,Mus musculus
Mol_Cell,PMC6964159,GSE22557,Mus musculus
Mol_Cell,PMC6964159,GSE11724,Mus musculus
Neuron,PMC5919779,GSE16496,Mus musculus
Neuron,PMC5508517,GSE72550,Mus musculus
Neuron,PMC5508517,GSE20012,Mus musculus
Neuron,PMC5508517,GSE54084,Mus musculus
Inflamm_Res,PMC4464601,GSE18344,Mus musculus
Immunity,PMC5772169,GSE27060,Mus musculus
Immunity,PMC5772169,GSE38379,Mus musculus
Immunity,PMC5772169,SRP019970,Mus musculus
Immunity,PMC6015114,GSE36057,Mus musculus
Immunity,PMC6015114,GSE15907,Mus musculus
Immunity,PMC6015114,GSE37448,Mus musculus
Immunity,PMC7156918,GSE102665,Mus musculus
Immunity,PMC7156918,GSE15031,Mus musculus
Immunity,PMC6642154,GSE23505,Mus musculus
Immunity,PMC6477154,GSE42768,Mus musculus
Immunity,PMC7026712,GSE54191,Mus musculus
Immunity,PMC7026712,GSE86535,Mus musculus
Immunity,PMC6926485,GSE118819,Mus musculus
Inflammopharmacology,PMC7087773,GSE79898,Mus musculus
J_Immunol_Methods,PMC4859332,GSE15907,Mus musculus
J_Immunol_Methods,PMC4859332,GSE49358,Mus musculus
J_Mol_Neurosci,PMC5359376,GSE10953,Mus musculus
J_Mol_Neurosci,PMC5359376,GSE56926,Mus musculus
J_Mol_Neurosci,PMC5359376,GSE50642,Mus musculus
Infect_Genet_Evol,PMC7106258,GSE11,Mus musculus
Nucleus,PMC5883084,GSE94489,Mus musculus
Nucleus,PMC5883084,GSE80280,Mus musculus
Nucleus,PMC7000147,GSE84158,Mus musculus
Nucleus,PMC7000147,GSE58928,Mus musculus
Nucleus,PMC5403151,GSE4491,Mus musculus
Meta_Gene,PMC4634356,GSE15582,Mus musculus
Noncoding_RNA,PMC5831927,GSE81830,Mus musculus
Medicine_(Baltimore),PMC4602546,GSE16780,Mus musculus
Medicine_(Baltimore),PMC6587623,GSE52094,Mus musculus
Medicine_(Baltimore),PMC5704797,GSE75815,Mus musculus
Medicine_(Baltimore),PMC5704797,GSE93597,Mus musculus
Medicine_(Baltimore),PMC5895374,GSE2889,Mus musculus
Medicine_(Baltimore),PMC6023727,GSE14539,Mus musculus
Medicine_(Baltimore),PMC6310515,GSE4193,Mus musculus
Nucl_Receptor_Res,PMC5962295,GSE58827,Mus musculus
Mol_Neurobiol,PMC6208860,GSE60911,Mus musculus
Mol_Neurobiol,PMC4510914,GSE20547,Mus musculus
Mol_Cell_Proteomics,PMC4813707,GSE19588,Mus musculus
Mol_Cell_Proteomics,PMC4813707,GSE27970,Mus musculus
Mol_Cell_Proteomics,PMC4813707,GSE27844,Mus musculus
Neoplasia,PMC4840290,GSE10262,Mus musculus
Neoplasia,PMC6277251,GSE42565,Mus musculus
Neurogenetics,PMC6754360,GSE9566,Mus musculus
NPJ_Breast_Cancer,PMC6078984,GSE8191,Mus musculus
Nature,PMC6784898,GSE10246,Mus musculus
Nature,PMC2862165,GSE9810,Mus musculus
Nature,PMC2862165,GSE2389,Mus musculus
Nature,PMC2862165,GSE10246,Mus musculus
Nature,PMC3209452,GSE12982,Mus musculus
Nature,PMC3743022,GSE14012,Mus musculus
Nature,PMC4533874,GSE36484,Mus musculus
Nature,PMC4012617,GSE14254,Mus musculus
Nature,PMC4012617,GSE40068,Mus musculus
Nature,PMC4279952,GSE10239,Mus musculus
Nature,PMC4405208,GSE4523,Mus musculus
Nature,PMC3699860,GSE15907,Mus musculus
Nature,PMC3773968,GSE15907,Mus musculus
Nature,PMC2829121,GSE8024,Mus musculus
Nature,PMC3331945,ERP000689,Mus musculus
Nature,PMC4480648,GSE27088,Mus musculus
Nature,PMC4480648,GSE44855,Mus musculus
Nature,PMC3597744,GSE20987,Mus musculus
Nature,PMC3720719,GSE20530,Mus musculus
Nature,PMC3994126,GSE24164,Mus musculus
Nature,PMC4850557,GSE48764,Mus musculus
Nature,PMC3150961,GSE9954,Mus musculus
Nature,PMC3175327,GSE11724,Mus musculus
Nature,PMC3175327,GSE11431,Mus musculus
Nature,PMC4871117,GSE23943,Mus musculus
Nature,PMC4871117,GSE12241,Mus musculus
Nature,PMC4871117,GSE14344,Mus musculus
Nature,PMC4871117,GSE4523,Mus musculus
Nature,PMC4871117,GSE27037,Mus musculus
Nature,PMC4871117,DRP001103,Mus musculus
Nature,PMC4720437,GSE15955,Mus musculus
Nature,PMC4471124,GSE20846,Mus musculus
Nature,PMC4980260,GSE21419,Mus musculus
Nature,PMC4980260,GSE2372,Mus musculus
Nature,PMC4980260,GSE19286,Mus musculus
Nature,PMC5161578,GSE49435,Mus musculus
Nature,PMC5161694,GSE43007,Mus musculus
Nature,PMC5161694,GSE59992,Mus musculus
Nature,PMC5136292,GSE41720,Mus musculus
Nature,PMC4065227,GSE47177,Mus musculus
Nature,PMC5143278,GSE74337,Mus musculus
Nature,PMC5526592,GSE13040,Mus musculus
Nature,PMC5321580,GSE3129,Mus musculus
Nature,PMC5321580,GSE68806,Mus musculus
Nature,PMC5621518,GSE52870,Mus musculus
Nature,PMC5714273,GSE37448,Mus musculus
Nature,PMC5789792,GSE42836,Mus musculus
Nature,PMC5729743,GSE49906,Mus musculus
Nature,PMC5937281,GSE28325,Mus musculus
Nature,PMC5899604,GSE89754,Mus musculus
Nature,PMC5856367,GSE48519,Mus musculus
Nature,PMC5856367,GSE42898,Mus musculus
Nature,PMC5856367,GSE60204,Mus musculus
Nature,PMC5856367,GSE24843,Mus musculus
Nature,PMC5856367,GSE34520,Mus musculus
Nature,PMC5856367,ERP005575,Mus musculus
Nature,PMC5895503,GSE35681,Mus musculus
Nature,PMC6044474,GSE56123,Mus musculus
Nature,PMC6044474,GSE36104,Mus musculus
Nature,PMC6044474,GSE77886,Mus musculus
Nature,PMC6044474,GSE38379,Mus musculus
Nature,PMC6090537,GSE100000,Mus musculus
Nature,PMC6090537,GSE9650,Mus musculus
Nature,PMC6130801,SRP004162,Mus musculus
Nature,PMC6130801,GSE109989,Mus musculus
Nature,PMC6130801,GSE102827,Mus musculus
Nature,PMC6130801,GSE92332,Mus musculus
Nature,PMC6527314,GSE4788,Mus musculus
Nature,PMC6542691,GSE111348,Mus musculus
Nature,PMC6420879,GSE40623,Mus musculus
Nature,PMC6420879,GSE38808,Mus musculus
Nature,PMC6420879,GSE19825,Mus musculus
Nature,PMC6420879,GSE84105,Mus musculus
Nature,PMC6436840,GSE93570,Mus musculus
Nature,PMC6544023,GSE98674,Mus musculus
Nature,PMC6574119,SRP117795,Mus musculus
Nature,PMC6638572,GSE75931,Mus musculus
Nature,PMC6546605,GSE82185,Mus musculus
Nature,PMC6546605,GSE76642,Mus musculus
Nature,PMC6713202,GSE41867,Mus musculus
Nature,PMC6906116,GSE116470,Mus musculus
Nature,PMC6687507,GSE84498,Mus musculus
Nature,PMC6697195,GSE4491,Mus musculus
Nature,PMC7061489,GSE92332,Mus musculus
Nature,PMC6913936,GSE8294,Mus musculus
J_Crohns_Colitis,PMC5174729,GSE27859,Mus musculus
J_Crohns_Colitis,PMC5174729,GSE8868,Mus musculus
Mol_Oncol,PMC5579340,GSE4491,Mus musculus
Mol_Oncol,PMC5792739,ERP001691,Mus musculus
J_Muscle_Res_Cell_Motil,PMC6726840,GSE63716,Mus musculus
J_Muscle_Res_Cell_Motil,PMC6726840,GSE56131,Mus musculus
J_Neurosci,PMC7046459,GSE74615,Mus musculus
J_Neurosci,PMC7046459,GSE65067,Mus musculus
J_Invest_Dermatol,PMC3683103,GSE4189,Mus musculus
J_Invest_Dermatol,PMC5552041,GSE49358,Mus musculus
NPJ_Syst_Biol_Appl,PMC5516853,GSE8091,Mus musculus
NPJ_Syst_Biol_Appl,PMC5764997,GSE81033,Mus musculus
NPJ_Syst_Biol_Appl,PMC5825397,GSE48760,Mus musculus
J_Cachexia_Sarcopenia_Muscle,PMC7015241,GSE36024,Mus musculus
J_Cachexia_Sarcopenia_Muscle,PMC7015234,GSE48363,Mus musculus
J_Cachexia_Sarcopenia_Muscle,PMC4435100,GSE44082,Mus musculus
J_Cachexia_Sarcopenia_Muscle,PMC5879968,GSE77745,Mus musculus
J_Cachexia_Sarcopenia_Muscle,PMC6711424,GSE10953,Mus musculus
J_Clin_Invest,PMC5707154,GSE95835,Mus musculus
J_Clin_Invest,PMC6160001,GSE46047,Mus musculus
J_Clin_Invest,PMC6160001,GSE34020,Mus musculus
J_Clin_Invest,PMC6391082,GSE14254,Mus musculus
Mucosal_Immunol,PMC4698111,GSE15907,Mus musculus
Mucosal_Immunol,PMC5471139,GSE15907,Mus musculus
Mucosal_Immunol,PMC5471139,GSE60356,Mus musculus
Mucosal_Immunol,PMC5471139,GSE20500,Mus musculus
Mucosal_Immunol,PMC5417360,GSE15907,Mus musculus
Mucosal_Immunol,PMC5417360,GSE49358,Mus musculus
JCI_Insight,PMC5374077,GSE32690,Mus musculus
JCI_Insight,PMC5928857,GSE63557,Mus musculus
Kidney_Int,PMC3815690,GSE33744,Mus musculus
Kidney_Int,PMC3612382,GSE710,Mus musculus
mSystems,PMC5655592,GSE5198,Mus musculus
mSystems,PMC5655592,GSE8006,Mus musculus
mSystems,PMC5655592,GSE32084,Mus musculus
mSystems,PMC5655592,GSE46952,Mus musculus
J_Exerc_Nutrition_Biochem,PMC6343585,GSE39697,Mus musculus
J_Exerc_Nutrition_Biochem,PMC6343585,GSE51612,Mus musculus
Nat_Biotechnol,PMC4500825,GSE41923,Mus musculus
Nat_Biotechnol,PMC3678540,GSE9566,Mus musculus
Nat_Biotechnol,PMC3678540,GSE31562,Mus musculus
Nat_Biotechnol,PMC4900897,GSE15907,Mus musculus
Nat_Biotechnol,PMC5513182,GSE15907,Mus musculus
Nat_Biotechnol,PMC5569300,GSE52583,Mus musculus
Nat_Biotechnol,PMC5951394,GSE71585,Mus musculus
Nat_Biotechnol,PMC5951394,GSE63472,Mus musculus
Nat_Biotechnol,PMC6488461,GSE71585,Mus musculus
Nat_Biotechnol,PMC6546596,GSE84498,Mus musculus
Insights_Cancer_Res,PMC4926873,GSE71975,Mus musculus
J_Clin_Endocrinol_Metab,PMC7062410,GSE110747,Mus musculus
J_Leukoc_Biol,PMC7064969,GSE59896,Mus musculus
J_Leukoc_Biol,PMC7064969,GSE59998,Mus musculus
J_Leukoc_Biol,PMC4378362,GSE44292,Mus musculus
J_Leukoc_Biol,PMC4378362,GSE17721,Mus musculus
J_Hum_Reprod_Sci,PMC3604834,GSE9954,Mus musculus
Invest_Ophthalmol_Vis_Sci,PMC6262646,GSE5876,Mus musculus
Invest_Ophthalmol_Vis_Sci,PMC6528840,GSE5877,Mus musculus
Invest_Ophthalmol_Vis_Sci,PMC6528840,GSE5876,Mus musculus
Invest_Ophthalmol_Vis_Sci,PMC6528840,GSE3995,Mus musculus
J_Fungi_(Basel),PMC5753088,GSE67688,Mus musculus
Mol_Pharmacol,PMC5832324,GSE99199,Mus musculus
Int_J_Genomics,PMC5885395,GSE54461,Mus musculus
Int_J_Genomics,PMC5885395,SRP036025,Mus musculus
Int_J_Genomics,PMC6020461,GSE83432,Mus musculus
Int_J_Alzheimers_Dis,PMC3090009,GSE10908,Mus musculus
Neural_Plast,PMC4398951,GSE50521,Mus musculus
J_Cell_Biol,PMC6080944,GSE15907,Mus musculus
J_Cell_Biol,PMC6080920,GSE21512,Mus musculus
J_Cell_Biol,PMC6080920,GSE22095,Mus musculus
J_Cell_Biol,PMC6080920,GSE20898,Mus musculus
J_Cell_Biol,PMC6080920,GSE34254,Mus musculus
J_Cell_Biol,PMC6080920,GSE59558,Mus musculus
J_Cell_Biol,PMC5496626,GSE40207,Mus musculus
J_Cell_Biol,PMC5496626,GSE29988,Mus musculus
J_Cell_Biol,PMC4284222,GSE25197,Mus musculus
J_Cell_Biol,PMC4284222,GSE48649,Mus musculus
J_Cell_Biol,PMC5100296,GSE40249,Mus musculus
J_Cell_Biol,PMC5223600,GSE22034,Mus musculus
J_Cell_Biol,PMC5294780,GSE78971,Mus musculus
J_Cell_Biol,PMC4195829,GSE469,Mus musculus
J_Cell_Biol,PMC5748991,GSE4332,Mus musculus
J_Cell_Biol,PMC5748991,GSE6503,Mus musculus
J_Cell_Biol,PMC5748991,GSE84061,Mus musculus
J_Cell_Biol,PMC5748991,GSE47177,Mus musculus
J_Cell_Biol,PMC5748991,GSE47104,Mus musculus
J_Cell_Biol,PMC5800817,GSE75431,Mus musculus
J_Cell_Biol,PMC6504888,GSE45577,Mus musculus
Nat_Microbiol,PMC6877471,GSE133809,Mus musculus
Int_J_Cell_Biol,PMC3324892,GSE17979,Mus musculus
J_Exp_Med,PMC5839764,GSE98086,Mus musculus
J_Exp_Med,PMC5839764,GSE24178,Mus musculus
J_Exp_Med,PMC5839764,SRP029721,Mus musculus
J_Exp_Med,PMC5839764,SRP007600,Mus musculus
J_Exp_Med,PMC6605755,GSE40918,Mus musculus
J_Exp_Med,PMC6605755,GSE46662,Mus musculus
J_Exp_Med,PMC4493409,GSE38046,Mus musculus
J_Exp_Med,PMC4493409,GSE35857,Mus musculus
J_Exp_Med,PMC2118158,GSE2585,Mus musculus
J_Exp_Med,PMC2118063,GSE1908,Mus musculus
J_Exp_Med,PMC2212985,GSE1419,Mus musculus
J_Exp_Med,PMC4710197,GSE10246,Mus musculus
J_Exp_Med,PMC3058578,GSE1581,Mus musculus
J_Exp_Med,PMC3171085,GSE15907,Mus musculus
J_Exp_Med,PMC3371731,GSE6259,Mus musculus
J_Exp_Med,PMC2901068,GSE9810,Mus musculus
J_Exp_Med,PMC2901068,GSE2389,Mus musculus
J_Exp_Med,PMC2901068,GSE10246,Mus musculus
J_Exp_Med,PMC2901068,GSE6506,Mus musculus
J_Exp_Med,PMC3428942,GSE6259,Mus musculus
J_Exp_Med,PMC3428942,GSE37566,Mus musculus
J_Exp_Med,PMC3570102,GSE3997,Mus musculus
J_Exp_Med,PMC3600913,GSE6846,Mus musculus
J_Exp_Med,PMC3674708,GSE20898,Mus musculus
J_Exp_Med,PMC3754870,GSE46468,Mus musculus
J_Exp_Med,PMC3865471,GSE15907,Mus musculus
J_Exp_Med,PMC3201200,GSE20987,Mus musculus
J_Exp_Med,PMC4144735,GSE15907,Mus musculus
J_Exp_Med,PMC4749922,GSE15907,Mus musculus
J_Exp_Med,PMC4749922,GSE37448,Mus musculus
J_Exp_Med,PMC4749922,GSE23505,Mus musculus
J_Exp_Med,PMC4419355,GSE37000,Mus musculus
J_Exp_Med,PMC5030807,GSE15907,Mus musculus
J_Exp_Med,PMC4235648,GSE37000,Mus musculus
J_Exp_Med,PMC5154939,GSE37030,Mus musculus
J_Exp_Med,PMC5154939,GSE15907,Mus musculus
J_Exp_Med,PMC5339667,GSE66978,Mus musculus
J_Exp_Med,PMC5502420,GSE1559,Mus musculus
J_Exp_Med,PMC5551574,GSE14769,Mus musculus
J_Exp_Med,PMC5551574,GSE15907,Mus musculus
J_Exp_Med,PMC5716039,GSE32583,Mus musculus
J_Exp_Med,PMC5789415,GSE90794,Mus musculus
J_Exp_Med,PMC5789416,GSE53787,Mus musculus
J_Exp_Med,PMC5839759,GSE14769,Mus musculus
J_Exp_Med,PMC5987928,GSE68376,Mus musculus
J_Exp_Med,PMC5987928,GSE15907,Mus musculus
J_Exp_Med,PMC5987928,GSE63340,Mus musculus
J_Exp_Med,PMC5987928,GSE75246,Mus musculus
J_Exp_Med,PMC6028516,GSE37301,Mus musculus
J_Exp_Med,PMC6028518,GSE69227,Mus musculus
J_Exp_Med,PMC6080905,GSE73240,Mus musculus
J_Exp_Med,PMC6080905,GSE50131,Mus musculus
J_Exp_Med,PMC6080905,GSE15907,Mus musculus
J_Exp_Med,PMC6080916,SRP095914,Mus musculus
J_Exp_Med,PMC6080917,GSE20282,Mus musculus
J_Exp_Med,PMC6122971,GSE53480,Mus musculus
J_Exp_Med,PMC6122975,GSE33802,Mus musculus
J_Exp_Med,PMC6122975,GSE49930,Mus musculus
J_Exp_Med,PMC6122975,GSE49929,Mus musculus
J_Exp_Med,PMC6170179,GSE84105,Mus musculus
J_Exp_Med,PMC6170179,GSE10239,Mus musculus
J_Exp_Med,PMC6170179,GSE21380,Mus musculus
J_Exp_Med,PMC6219740,GSE26343,Mus musculus
J_Exp_Med,PMC6314527,GSE61148,Mus musculus
J_Exp_Med,PMC6363434,GSE49314,Mus musculus
J_Exp_Med,PMC6363434,GSE56883,Mus musculus
J_Exp_Med,PMC6363434,GSE21381,Mus musculus
J_Exp_Med,PMC6504216,GSE47045,Mus musculus
J_Exp_Med,PMC6504223,GSE36029,Mus musculus
J_Exp_Med,PMC6547865,GSE77334,Mus musculus
J_Exp_Med,PMC6683984,GSE84105,Mus musculus
J_Exp_Med,PMC6683984,GSE76279,Mus musculus
J_Exp_Med,PMC6719416,GSE10246,Mus musculus
J_Exp_Med,PMC6781012,GSE63340,Mus musculus
Nat_Genet,PMC3184141,SRP000198,Mus musculus
Nat_Genet,PMC4040006,GSE21978,Mus musculus
Nat_Genet,PMC2728431,GSE2031,Mus musculus
Nat_Genet,PMC4886833,GSE4523,Mus musculus
Nat_Genet,PMC4697365,GSE4491,Mus musculus
Nat_Genet,PMC4963296,GSE31578,Mus musculus
Nat_Genet,PMC4963296,GSE31039,Mus musculus
Nat_Genet,PMC4963296,GSE37646,Mus musculus
Nat_Genet,PMC4963296,GSE70440,Mus musculus
Nat_Genet,PMC4963296,GSE48138,Mus musculus
Nat_Genet,PMC4957136,GSE49191,Mus musculus
Nat_Genet,PMC5446900,GSE45719,Mus musculus
Nat_Genet,PMC5703070,GSE45719,Mus musculus
Nat_Genet,PMC5621629,GSE54461,Mus musculus
Nat_Genet,PMC5755687,GSE75751,Mus musculus
Nat_Genet,PMC5755687,GSE64825,Mus musculus
Nat_Genet,PMC5755687,GSE40860,Mus musculus
Nat_Genet,PMC5755687,GSE42466,Mus musculus
Nat_Genet,PMC5810905,GSE11431,Mus musculus
Nat_Genet,PMC5810905,GSE53595,Mus musculus
Nat_Genet,PMC5865749,GSE61457,Mus musculus
Nat_Genet,PMC5862756,GSE41903,Mus musculus
Nat_Genet,PMC5862756,GSE33923,Mus musculus
Nat_Genet,PMC5893360,GSE17983,Mus musculus
Nat_Genet,PMC5896795,GSE15907,Mus musculus
Nat_Genet,PMC5896795,GSE37448,Mus musculus
Nat_Genet,PMC6317521,GSE11338,Mus musculus
Nat_Genet,PMC6650150,GSE36025,Mus musculus
Nat_Genet,PMC6650150,GSE57919,Mus musculus
Nat_Genet,PMC6650150,GSE70766,Mus musculus
ISRN_Bioinform,PMC4417554,SRP002119,Mus musculus
Immunohorizons,PMC6245571,GSE10246,Mus musculus
J_Mol_Histol,PMC6182578,GSE32321,Mus musculus
J_Mol_Histol,PMC6182578,GSE76316,Mus musculus
Nat_Cell_Biol,PMC4250422,GSE25308,Mus musculus
Nat_Cell_Biol,PMC4884142,GSE19222,Mus musculus
Nat_Cell_Biol,PMC5481166,GSE19446,Mus musculus
Nat_Cell_Biol,PMC5540176,GSE31039,Mus musculus
Nat_Cell_Biol,PMC5540176,GSE67959,Mus musculus
Nat_Cell_Biol,PMC5540176,GSE49460,Mus musculus
Nat_Cell_Biol,PMC5937285,GSE49847,Mus musculus
Nat_Cell_Biol,PMC5937285,GSE26833,Mus musculus
Nat_Cell_Biol,PMC5937285,GSE56312,Mus musculus
Nat_Cell_Biol,PMC5985933,GSE69290,Mus musculus
Nat_Cell_Biol,PMC6556210,GSE22446,Mus musculus
Nat_Cell_Biol,PMC6608727,GSE35681,Mus musculus
Nat_Cell_Biol,PMC6726554,GSE43254,Mus musculus
Nat_Methods,PMC4117646,DRP000598,Mus musculus
Nat_Methods,PMC4131762,GSE14833,Mus musculus
