,journal,pmc_ID,accession,converted_accession
111116,Front_Oncol,PMC6509179,GSE14773,GSE14773
111117,Front_Oncol,PMC6509179,GSE32323,GSE32323
111119,Front_Oncol,PMC6528107,GSE130007,GSE130007
111120,Front_Oncol,PMC6528706,SRP069212,SRP069212
111122,Front_Oncol,PMC6528706,GSE77509,GSE77509
111124,Front_Oncol,PMC6528706,GSE76903,GSE76903
111128,Front_Oncol,PMC6521779,GSE33870,GSE33870
111129,Front_Oncol,PMC6521779,GSE45001,GSE45001
111130,Front_Oncol,PMC6521779,GSE32225,GSE32225
111140,Front_Oncol,PMC6536611,GSE4183,GSE4183
111141,Front_Oncol,PMC6536611,GSE8671,GSE8671
111144,Front_Oncol,PMC6538694,SRR8934915,SRP193167
111145,Front_Oncol,PMC6538694,SRR8934916,SRP193167
111146,Front_Oncol,PMC6538694,SRR8934917,SRP193167
111147,Front_Oncol,PMC6538694,SRR8934918,SRP193167
111148,Front_Oncol,PMC6555133,GSE103322,GSE103322
111155,Front_Oncol,PMC6582752,GSE62254,GSE62254
111159,Front_Oncol,PMC6568189,GSE102741,GSE102741
111161,Front_Oncol,PMC6598546,GSE85105,GSE85105
111162,Front_Oncol,PMC6604748,PRJNA525544,SRP187496
111164,Front_Oncol,PMC6598397,GSE106534,GSE106534
111165,Front_Oncol,PMC6611226,GSE4475,GSE4475
111166,Front_Oncol,PMC6611226,GSE4732,GSE4732
111167,Front_Oncol,PMC6611226,GSE10846,GSE10846
111168,Front_Oncol,PMC6611226,GSE23501,GSE23501
111173,Front_Oncol,PMC6611226,GSE447,GSE447
111189,Front_Oncol,PMC6620567,GSE87304,GSE87304
111191,Front_Oncol,PMC6620567,GSE124305,GSE124305
111193,Front_Oncol,PMC6620567,GSE52219,GSE52219
111200,Front_Oncol,PMC6621974,GSE13159,GSE13159
111203,Front_Oncol,PMC6621974,GSE121626,GSE121626
111207,Front_Oncol,PMC3356053,GSE34914,GSE34914
111208,Front_Oncol,PMC3356053,GSE3141,GSE3141
111210,Front_Pediatr,PMC4173670,GSE60901,GSE60901
111211,Front_Pediatr,PMC4173670,GSE60819,GSE60819
111212,Front_Pediatr,PMC4173670,GSE60900,GSE60900
111216,Front_Pediatr,PMC5725439,GPL1,NaN
111218,Front_Pediatr,PMC5840143,GPL1,NaN
111219,Front_Pediatr,PMC5920151,GSE108089,GSE108089
111220,Front_Pediatr,PMC6344448,GSE90597,GSE90597
111221,Front_Pediatr,PMC6369254,GSE109351,GSE109351
111223,Front_Pediatr,PMC6393366,GPL1,NaN
111224,Front_Pediatr,PMC6611399,SRP130820,NaN
111225,Front_Pediatr,PMC6611399,SRP138709,SRP138709
111226,Front_Genet,PMC4493402,PRJNA252728,SRP043214
111227,Front_Genet,PMC3427494,GSE29290,GSE29290
111228,Front_Genet,PMC3483601,GSM286601,GSE11624
111229,Front_Genet,PMC3483601,GSM286602,GSE11624
111230,Front_Genet,PMC3483601,GSM322543,GSE12840
111231,Front_Genet,PMC3483601,GSM399107,GSE15898
111232,Front_Genet,PMC3432993,GSE5652,GSE5652
111234,Front_Genet,PMC3481155,GSE39525,GSE39525
111235,Front_Genet,PMC3502871,GSE21279,GSE21279
111236,Front_Genet,PMC3502871,GSE26545,GSE26545
111237,Front_Genet,PMC3509318,GSE26193,GSE26193
111238,Front_Genet,PMC3509318,GDS786,NaN
111239,Front_Genet,PMC3509318,GDS2431,GSE4655
111240,Front_Genet,PMC3509318,GDS2615,GSE5264
111247,Front_Genet,PMC3546301,GSE41144,GSE41144
111248,Front_Genet,PMC3929847,GDS4266,GSE22229
111251,Front_Genet,PMC3929842,GSE22442,GSE22442
111253,Front_Genet,PMC3413097,GSE37602,GSE37602
111254,Front_Genet,PMC3521958,GPL570,GSE2109
111255,Front_Genet,PMC3521958,GSE4290,GSE4290
111257,Front_Genet,PMC3521958,GSE2109,GSE2109
111258,Front_Genet,PMC3521958,GSE11024,GSE11024
111259,Front_Genet,PMC3521958,GSE12606,GSE12606
111260,Front_Genet,PMC3521958,GSE3526,GSE3526
111261,Front_Genet,PMC3521958,GSE7307,GSE7307
111262,Front_Genet,PMC3521958,GSE7392,GSE7392
111275,Front_Genet,PMC3418580,GSE26105,GSE26105
111276,Front_Genet,PMC3418580,GSE39036,GSE39036
111277,Front_Genet,PMC3418580,GSE9588,GSE9588
111278,Front_Genet,PMC3418580,GSE25935,GSE25935
111279,Front_Genet,PMC3418580,GSE32504,GSE32504
111280,Front_Genet,PMC3418580,GSE24293,GSE24293
111281,Front_Genet,PMC3935148,ERP000546,ERP000546
111283,Front_Genet,PMC3536024,SRP000935,SRP000935
111284,Front_Genet,PMC3389315,GSE9416,GSE9416
111285,Front_Genet,PMC3668151,GSE35846,GSE35846
111286,Front_Genet,PMC3701868,GSE5281,GSE5281
111287,Front_Genet,PMC3701868,GSE15222,GSE15222
111288,Front_Genet,PMC4943959,GSE19711,GSE19711
111289,Front_Genet,PMC4943959,GSE20242,GSE20242
111290,Front_Genet,PMC4943959,GSE20236,GSE20236
111291,Front_Genet,PMC4943959,GSE23638,GSE23638
111292,Front_Genet,PMC4943959,GSE42861,GSE42861
111293,Front_Genet,PMC4943959,GSE37008,GSE37008
111294,Front_Genet,PMC3708161,GSE10829,GSE10829
111295,Front_Genet,PMC3743212,ERP002558,ERP002558
111296,Front_Genet,PMC3757297,GSE24277,GSE24277
111297,Front_Genet,PMC3757297,GSE23120,GSE23120
111298,Front_Genet,PMC3763215,SRA023560,NaN
111299,Front_Genet,PMC3781334,GSE48939,GSE48939
111300,Front_Genet,PMC3783976,GDS3523,GSE9773
111302,Front_Genet,PMC3798826,GSE22804,GSE22804
111303,Front_Genet,PMC3798826,GSE27342,GSE27342
111304,Front_Genet,PMC3843372,ERP001495,ERP001495
111305,Front_Genet,PMC3843372,ERR138445,ERP001495
111306,Front_Genet,PMC3843372,ERR138446,ERP001495
111307,Front_Genet,PMC3851831,GSE25089,GSE25089
111308,Front_Genet,PMC3851831,GSE31789,GSE31789
111309,Front_Genet,PMC3851831,GSE27130,GSE27130
111310,Front_Genet,PMC3851831,GSE26126,GSE26126
111311,Front_Genet,PMC3851831,GSE31600,GSE31600
111312,Front_Genet,PMC3851831,GSE22867,GSE22867
111313,Front_Genet,PMC3864360,GSE2350,GSE2350
111315,Front_Genet,PMC3909882,GSE2109,GSE2109
111316,Front_Genet,PMC3915102,GSE44312,GSE44312
111317,Front_Genet,PMC3915102,GSE29519,GSE29519
111318,Front_Genet,PMC3908319,SRR797058,SRP019989
111319,Front_Genet,PMC3908319,SRR385624,SRP009468
111320,Front_Genet,PMC3921568,SRP035230,SRP035230
111321,Front_Genet,PMC3924578,GSE35007,GSE35007
111322,Front_Genet,PMC3924578,GSM860207,GSE35007
111323,Front_Genet,PMC3924578,GSM860517,GSE35007
111327,Front_Genet,PMC3942661,GSE54724,GSE54724
111328,Front_Genet,PMC3872039,GSE6186,GSE6186
111329,Front_Genet,PMC3872039,GSE4987,GSE4987
111330,Front_Genet,PMC3872039,GSE7265,GSE7265
111331,Front_Genet,PMC3971199,GSM215422,GSE8692
111336,Front_Genet,PMC3989762,ERR336950,ERP003828
111337,Front_Genet,PMC3989762,ERR336952,ERP003828
111338,Front_Genet,PMC3989762,SRR568129,SRP007993
111339,Front_Genet,PMC3989762,SRR568130,SRP007993
111346,Front_Genet,PMC4010757,GSE54356,GSE54356
111347,Front_Genet,PMC4010757,GSE4411,GSE4411
111348,Front_Genet,PMC4010757,GSE36807,GSE36807
111350,Front_Genet,PMC4010757,GSE18842,GSE18842
111352,Front_Genet,PMC3619665,SRS000294,SRP000101
111353,Front_Genet,PMC3619665,SRS000295,SRP000101
111354,Front_Genet,PMC3619665,SRS000296,SRP000101
111355,Front_Genet,PMC3619665,SRS000299,SRP000101
111356,Front_Genet,PMC3619665,SRS000298,SRP000101
111357,Front_Genet,PMC3619665,SRS000300,SRP000101
111358,Front_Genet,PMC3619665,SRS000301,SRP000101
111359,Front_Genet,PMC3619665,SRS000536,SRP000219
111360,Front_Genet,PMC3619665,SRS000238,SRP000056
111361,Front_Genet,PMC3619665,SRS000239,SRP000056
111362,Front_Genet,PMC3619665,SRS000240,SRP000056
111363,Front_Genet,PMC3619665,SRS000242,SRP000056
111364,Front_Genet,PMC3619665,SRS000241,SRP000056
111365,Front_Genet,PMC3619665,SRS000243,SRP000056
111366,Front_Genet,PMC4018524,GSE56361,GSE56361
111367,Front_Genet,PMC4033210,GSE30165,GSE30165
111371,Front_Genet,PMC4033210,GSE53768,GSE53768
111373,Front_Genet,PMC4033838,GSE56614,GSE56614
111374,Front_Genet,PMC4042685,SRP040981,SRP040981
111375,Front_Genet,PMC4052096,GSE9545,GSE9545
111376,Front_Genet,PMC4052096,GSM241642,GSE9545
111377,Front_Genet,PMC4052096,GSM241660,GSE9545
111378,Front_Genet,PMC4052096,ERS076384,ERP000927
111380,Front_Genet,PMC4052096,ERS075663,ERP000927
111382,Front_Genet,PMC4067568,GSE53091,GSE53091
111384,Front_Genet,PMC4067568,GSE2109,GSE2109
111385,Front_Genet,PMC4067568,GSE14333,GSE14333
111386,Front_Genet,PMC5047886,GSE67981,GSE67981
111387,Front_Genet,PMC4109430,GPL10183,GSE118866;GSE118869
111388,Front_Genet,PMC4109430,GSE56919,GSE56919
111389,Front_Genet,PMC4110880,SRP015929,SRP015929
111391,Front_Genet,PMC4114262,GSE52530,GSE52530
111392,Front_Genet,PMC4114262,GSE41437,GSE41437
111393,Front_Genet,PMC4114262,GSE33584,GSE33584
111394,Front_Genet,PMC4114262,GSE44332,GSE44332
111395,Front_Genet,PMC4114262,GSE41357,GSE41357
111404,Front_Genet,PMC4110674,SRP033113,SRP033113
111405,Front_Genet,PMC4115620,GSE59074,GSE59074
111406,Front_Genet,PMC4115620,GSE58527,GSE58527
111407,Front_Genet,PMC5030210,GSE60361,GSE60361
111409,Front_Genet,PMC5030210,SRP041736,SRP041736
111411,Front_Genet,PMC5030210,GSE52529,GSE52529
111413,Front_Genet,PMC5030210,GSE36552,GSE36552
111415,Front_Genet,PMC5030210,GSE52583,GSE52583
111417,Front_Genet,PMC5030476,GSE5550,GSE5550
111419,Front_Genet,PMC4133732,GSE59773,GSE59773
111421,Front_Genet,PMC4132484,GSE2405,GSE2405
111423,Front_Genet,PMC4147233,SRR346404,SRP008317
111424,Front_Genet,PMC4160998,GSE58447,GSE58447
111425,Front_Genet,PMC4160998,SRP043184,SRP043184
111426,Front_Genet,PMC4174756,GSE59419,GSE59419
111427,Front_Genet,PMC4271702,PRJNA160003,NaN
111428,Front_Genet,PMC4271702,PRJNA165309,SRP079278
111429,Front_Genet,PMC4271702,PRJNA165871,NaN
111430,Front_Genet,PMC4271702,PRJNA179699,NaN
111431,Front_Genet,PMC4271702,PRJNA180532,NaN
111432,Front_Genet,PMC4271702,PRJNA182741,SRP079277
111433,Front_Genet,PMC4271702,PRJNA182743,SRP079275
111434,Front_Genet,PMC4271702,PRJNA190816,SRP025858
111435,Front_Genet,PMC4271702,PRJNA199219,NaN
111436,Front_Genet,PMC4271702,PRJNA199221,NaN
111437,Front_Genet,PMC4271702,PRJNA199222,NaN
111438,Front_Genet,PMC4271702,PRJNA205541,NaN
111439,Front_Genet,PMC4271702,PRJNA173858,NaN
111440,Front_Genet,PMC4271702,PRJNA163559,SRP079267
111441,Front_Genet,PMC4271702,PRJNA168186,NaN
111442,Front_Genet,PMC4271702,PRJNA199595,NaN
111443,Front_Genet,PMC4271702,PRJNA199910,NaN
111444,Front_Genet,PMC4271702,PRJNA176370,NaN
111445,Front_Genet,PMC4271702,PRJNA201182,NaN
111446,Front_Genet,PMC4288049,PRJNA259860,SRP047070
111447,Front_Genet,PMC4288049,SRP047070,SRP047070
111448,Front_Genet,PMC4292778,GSE24277,GSE24277
111449,Front_Genet,PMC4292778,GSE23120,GSE23120
111450,Front_Genet,PMC4292735,GSE25631,GSE25631
111451,Front_Genet,PMC4301190,SRP047501,SRP047501
111452,Front_Genet,PMC5061729,GSE51852,GSE51852
111453,Front_Genet,PMC5061729,GSE51853,GSE51853
111454,Front_Genet,PMC4488756,GSE68014,GSE68014
111456,Front_Genet,PMC4488756,GSE68012,GSE68012
111460,Front_Genet,PMC4516973,GSE13009,GSE13009
111461,Front_Genet,PMC4516973,GSE6462,GSE6462
111462,Front_Genet,PMC4516973,GSE10145,GSE10145
111473,Front_Genet,PMC4516971,GSE61271,GSE61271
111475,Front_Genet,PMC4530595,GSE70817,GSE70817
111476,Front_Genet,PMC4547532,PRJNA289352,SRP060574
111477,Front_Genet,PMC4585308,SRP062268,SRP062268
111478,Front_Genet,PMC5108817,GSE51687,GSE51687
111479,Front_Genet,PMC5108817,GSE21068,GSE21068
111480,Front_Genet,PMC5206817,GSE89281,GSE89281
111481,Front_Genet,PMC5301020,PRJNA360868,SRP097650
111482,Front_Genet,PMC5281612,SRX1266623,SRP063824
111483,Front_Genet,PMC5318382,GSE66888,GSE66888
111485,Front_Genet,PMC4324155,SRR027956,ILLUMINA
111486,Front_Genet,PMC4324155,SRR027957,ILLUMINA
111487,Front_Genet,PMC4324155,SRR027958,ILLUMINA
111488,Front_Genet,PMC4324155,SRR027959,ILLUMINA
111489,Front_Genet,PMC4324155,SRR027962,ILLUMINA
111490,Front_Genet,PMC4324155,SRR027963,ILLUMINA
111519,Front_Genet,PMC4324155,SRR400260,SRP010370
111520,Front_Genet,PMC4324155,SRR400261,SRP010370
111521,Front_Genet,PMC4324155,SRR400266,SRP010370
111522,Front_Genet,PMC4324155,SRR400267,SRP010370
111539,Front_Genet,PMC4325931,GSE63902,GSE63902
111540,Front_Genet,PMC4330921,GSE16715,GSE16715
111541,Front_Genet,PMC4349157,GPL1,NaN
111543,Front_Genet,PMC4357294,GSE32665,GSE32665
111544,Front_Genet,PMC4387958,ERZ020631,NaN
111545,Front_Genet,PMC4391243,ERR004088,ERP000051
111548,Front_Genet,PMC4429622,GSE62669,GSE62669
111549,Front_Genet,PMC5347166,PRJNA376558,SRP101385
111551,Front_Genet,PMC5366352,SRX768406,SRP050272
111552,Front_Genet,PMC5366352,SRX768476,SRP050272
111553,Front_Genet,PMC5385341,GSE90531,GSE90531
111554,Front_Genet,PMC5385341,GSE54973,GSE54973
111556,Front_Genet,PMC5385341,GSE80673,GSE80673
111558,Front_Genet,PMC5385341,GSE76017,GSE76017
111562,Front_Genet,PMC5385341,GSE36025,GSE36025
111564,Front_Genet,PMC5385341,GSE74747,GSE74747
111566,Front_Genet,PMC5385341,GSE65207,GSE65207
111568,Front_Genet,PMC5385341,GSE68806,GSE68806
111570,Front_Genet,PMC5385341,GSE88779,GSE88779
111572,Front_Genet,PMC5389967,PRJNA376071,NaN
111574,Front_Genet,PMC5394170,SRA052158,NaN
111576,Front_Genet,PMC5394169,GSE62283,GSE62283
111578,Front_Genet,PMC5394169,GSE4290,GSE4290
111580,Front_Genet,PMC5394169,GSE18105,GSE18105
111585,Front_Genet,PMC5397424,GSE1133,GSE1133
111586,Front_Genet,PMC5397424,GSE20966,GSE20966
111588,Front_Genet,PMC5397424,GSE25724,GSE25724
111590,Front_Genet,PMC5427079,GPL1,NaN
111591,Front_Genet,PMC5427069,GSE98103,GSE98103
111595,Front_Genet,PMC5440469,GSE29087,GSE29087
111597,Front_Genet,PMC5440469,GSE54695,GSE54695
111599,Front_Genet,PMC5462927,PRJNA312138,SRP071632
111601,Front_Genet,PMC5462927,PRJNA386202,SRP108306
111603,Front_Genet,PMC5487392,SRP091488,SRP091488
111605,Front_Genet,PMC5507966,GSE20948,GSE20948
111608,Front_Genet,PMC5557728,SRR5839692,SRP112873
111610,Front_Genet,PMC5557728,SRR5461470,SRP104429
111612,Front_Genet,PMC5583242,PRJNA391967,SRP117197
111613,Front_Genet,PMC5591608,PRJNA385562,SRP106517
111615,Front_Genet,PMC5627533,SRP027364,SRP027364
111616,Front_Genet,PMC5627533,GSE48865,GSE48865
111617,Front_Genet,PMC5627533,ERP001058,ERP001058
111619,Front_Genet,PMC5627533,GSE52257,GSE52257
111620,Front_Genet,PMC5660682,GSE83141,GSE83141
111622,Front_Genet,PMC5660693,GSE47792,GSE47792
111624,Front_Genet,PMC5660510,SRP063932,SRP063932
111626,Front_Genet,PMC4646959,SRS011061,SRP002012
111627,Front_Genet,PMC4646959,SRX020621,SRP002012
111628,Front_Genet,PMC4646959,SRX020603,SRP002012
111629,Front_Genet,PMC4646959,SRX0200622,NaN
111630,Front_Genet,PMC4646959,SRX020602,SRP002012
111637,Front_Genet,PMC4653304,GSE74481,GSE74481
111639,Front_Genet,PMC4650373,DRA002420,DRP001031
111641,Front_Genet,PMC4650373,DRA002468,DRP002818
111642,Front_Genet,PMC4662242,ERP010190,ERP010190
111644,Front_Genet,PMC4664705,GSE51867,GSE51867
111646,Front_Genet,PMC4664705,GSE53372,GSE53372
111648,Front_Genet,PMC4664705,GSE51868,GSE51868
111650,Front_Genet,PMC4664729,PRJNA277772,SRP056006
111651,Front_Genet,PMC4018527,ERP004578,ERP004578
111654,Front_Genet,PMC3921913,SRR100067,SRP005694
111655,Front_Genet,PMC4204604,GSE58217,GSE58217
111656,Front_Genet,PMC4204604,ERX386705,ERP004686
111657,Front_Genet,PMC4204604,SRX096372,SRP000248
111659,Front_Genet,PMC4273664,SRX700299,SRP047076
111661,Front_Genet,PMC4519691,GSE26280,GSE26280
111662,Front_Genet,PMC4519691,GSE6901,GSE6901
111665,Front_Genet,PMC4519691,GSE17245,GSE17245
111667,Front_Genet,PMC4519691,GSE6893,GSE6893
111668,Front_Genet,PMC4519691,GSE19024,GSE19024
111669,Front_Genet,PMC4667072,GSE73099,GSE73099
111671,Front_Genet,PMC4686641,GSE44262,GSE44262
111672,Front_Genet,PMC4686641,GSE75457,GSE75457
111673,Front_Genet,PMC4703778,GSE15668,GSE15668
111674,Front_Genet,PMC4782181,GSE25219,GSE25219
111675,Front_Genet,PMC4782181,GSE11512,GSE11512
111676,Front_Genet,PMC4782181,SRA028456,SRP005169
111677,Front_Genet,PMC4782181,GSE22521,GSE22521
111678,Front_Genet,PMC4782181,GSE53987,GSE53987
111679,Front_Genet,PMC4782181,GSE53239,GSE53239
111680,Front_Genet,PMC4782181,GSE5388,GSE5388
111695,Front_Genet,PMC4809885,GSE17191,GSE17191
111698,Front_Genet,PMC4820448,GSE78696,GSE78696
111699,Front_Genet,PMC4830832,GSE74327,GSE74327
111701,Front_Genet,PMC4829587,SRP069774,SRP069774
111703,Front_Genet,PMC4844605,GSM110284,GSE5100
111704,Front_Genet,PMC4844605,GSM110279,GSE5100
111705,Front_Genet,PMC5090125,PRJNA342035,NaN
111707,Front_Genet,PMC4429616,GSE37817,GSE37817
111708,Front_Genet,PMC4429616,GSE39004,GSE39004
111709,Front_Genet,PMC4429616,GSE33232,GSE33232
111710,Front_Genet,PMC4429616,GSE32867,GSE32867
111711,Front_Genet,PMC4429616,GSE36004,GSE36004
111712,Front_Genet,PMC4883007,PRJNA295850,SRP063932
111714,Front_Genet,PMC4883007,SRP063932,SRP063932
111716,Front_Genet,PMC5672545,GSE105050,GSE105050
111720,Front_Genet,PMC5672545,GSE91395,GSE91395
111721,Front_Genet,PMC4911366,GSM213666,GSE8617
111725,Front_Genet,PMC4911366,GSE59916,GSE59916
111726,Front_Genet,PMC4911366,GSM145641,GSE6306
111727,Front_Genet,PMC4911366,GSM106965,GSE4741
111731,Front_Genet,PMC4958634,GSE73261,GSE73261
111733,Front_Genet,PMC5694756,GSE47248,GSE47248
111734,Front_Genet,PMC5694756,GSE47280,GSE47280
111736,Front_Genet,PMC5694756,GSE104100,GSE104100
111738,Front_Genet,PMC4993074,PRJNA225873,SRP033593
111739,Front_Genet,PMC4993074,SRP033593,SRP033593
111741,Front_Genet,PMC4993074,PRJNA225881,SRP033121
111742,Front_Genet,PMC4993074,SRP033121,SRP033121
111744,Front_Genet,PMC4993074,PRJNA238140,SRP038935
111745,Front_Genet,PMC4993074,SRX476199,SRP038935
111747,Front_Genet,PMC4993074,SRX476200,SRP038935
111749,Front_Genet,PMC4993074,SRX476493,SRP038935
111751,Front_Genet,PMC4993074,SRX476217,SRP038935
111753,Front_Genet,PMC4993074,SRX476220,SRP038935
111755,Front_Genet,PMC4993074,SRX475907,SRP038935
111757,Front_Genet,PMC4993074,SRX475873,SRP038935
111759,Front_Genet,PMC4993074,SRX476566,SRP038935
111761,Front_Genet,PMC4993074,PRJNA277609,SRP055969
111762,Front_Genet,PMC4993074,SRP055969,SRP055969
111764,Front_Genet,PMC4993074,ERP009949,ERP009949
111766,Front_Genet,PMC4993074,PRJNA253768,SRP043650
111767,Front_Genet,PMC4993074,SRP043650,SRP043650
111769,Front_Genet,PMC4993074,SRP045955,SRP045955
111773,Front_Genet,PMC4993074,SRX641218,SRP043650
111774,Front_Genet,PMC5702489,SRP114337,SRP114337
111776,Front_Genet,PMC5112362,GSE83398,GSE83398
111778,Front_Genet,PMC5702388,GSE103870,GSE103870
111780,Front_Genet,PMC5702487,GSE58135,GSE58135
111781,Front_Genet,PMC5702487,GDS2618,NaN
111782,Front_Genet,PMC5702487,GDS3853,GSE21422
111783,Front_Genet,PMC5702487,GSE69240,GSE69240
111784,Front_Genet,PMC5702487,GSE48408,GSE48408
111790,Front_Genet,PMC5711784,SRR5684407,SRP109232
111792,Front_Genet,PMC5711784,SRR5684403,SRP109232
111794,Front_Genet,PMC5711784,SRR5684417,SRP109232
111796,Front_Genet,PMC5711784,SRR5684416,SRP109232
111798,Front_Genet,PMC5711784,SRR5684412,SRP109232
111800,Front_Genet,PMC5711784,SRR5684414,SRP109232
111802,Front_Genet,PMC5711784,SRR5684413,SRP109232
111804,Front_Genet,PMC5711784,SRR5684415,SRP109232
111806,Front_Genet,PMC5711784,SRR5684404,SRP109232
111808,Front_Genet,PMC5711784,SRR5684408,SRP109232
111810,Front_Genet,PMC5711784,SRR5684406,SRP109232
111812,Front_Genet,PMC5711784,SRR5684405,SRP109232
111814,Front_Genet,PMC5711784,SRR5684410,SRP109232
111816,Front_Genet,PMC5711784,SRR5684409,SRP109232
111818,Front_Genet,PMC5711784,SRR5684411,SRP109232
111820,Front_Genet,PMC5711784,PRJNA390559,SRP109232
111830,Front_Genet,PMC5712365,PRJNA417219,SRP124675
111832,Front_Genet,PMC5050206,GSE77715,GSE77715
111834,Front_Genet,PMC5062749,GSE13507,GSE13507
111836,Front_Genet,PMC5062749,GSE45642,GSE45642
111838,Front_Genet,PMC5062749,GSE11512,GSE11512
111840,Front_Genet,PMC5062749,GSE54572,GSE54572
111842,Front_Genet,PMC5062749,GSE36192,GSE36192
111844,Front_Genet,PMC5062749,GSE44456,GSE44456
111846,Front_Genet,PMC5062749,GSE8671,GSE8671
111848,Front_Genet,PMC5062749,GSE41328,GSE41328
111850,Front_Genet,PMC5062749,GSE55231,GSE55231
111852,Front_Genet,PMC5062749,GSE26887,GSE26887
111854,Front_Genet,PMC5062749,GSE57338,GSE57338
111856,Front_Genet,PMC5062749,GSE43974,GSE43974
111858,Front_Genet,PMC5062749,GSE50892,GSE50892
111860,Front_Genet,PMC5062749,GSE61276,GSE61276
111862,Front_Genet,PMC5062749,GSE23649,GSE23649
111864,Front_Genet,PMC5062749,GSE38941,GSE38941
111866,Front_Genet,PMC5062749,GSE10072,GSE10072
111868,Front_Genet,PMC5062749,GSE18995,GSE18995
111870,Front_Genet,PMC5062749,GSE51024,GSE51024
111872,Front_Genet,PMC5062749,GSE15471,GSE15471
111874,Front_Genet,PMC5062749,GSE33630,GSE33630
111876,Front_Genet,PMC5062749,GSE65144,GSE65144
111879,Front_Genet,PMC5714928,GSE99671,GSE99671
111881,Front_Genet,PMC5143680,SRP064161,SRP064161
111883,Front_Genet,PMC5143680,PRJNA290142,SRP064161
111884,Front_Genet,PMC5143680,SRP020456,SRP020456
111886,Front_Genet,PMC5143680,PRJNA193388,SRP020456
111887,Front_Genet,PMC5143680,SRP011010,SRP011010
111889,Front_Genet,PMC5099142,GSE2240,GSE2240
111890,Front_Genet,PMC5099142,GSE41177,GSE41177
111891,Front_Genet,PMC5716979,PRJNA359784,SRP098857
111892,Front_Genet,PMC5723289,PRJNA418075,SRP125020
111893,Front_Genet,PMC5116468,SRP082421,SRP082421
111895,Front_Genet,PMC5118444,SRP076471,SRP076471
111897,Front_Genet,PMC5118444,GSE41637,GSE41637
111899,Front_Genet,PMC5118444,GSE55435,GSE55435
111901,Front_Genet,PMC5118444,GSE71153,GSE71153
111903,Front_Genet,PMC5118444,GSE73699,GSE73699
111905,Front_Genet,PMC5118444,GSE73261,GSE73261
111907,Front_Genet,PMC5118444,GSE73159,GSE73159
111909,Front_Genet,PMC5118444,ERP005899,ERP005899
111925,Front_Genet,PMC3413941,GSE30770,GSE30770
111932,Front_Genet,PMC5733079,SRP056337,SRP056337
111934,Front_Genet,PMC5733079,SRP100653,SRP100653
111936,Front_Genet,PMC5733079,SRP056371,SRP056371
111937,Front_Genet,PMC5742243,PRJNA400118,SRP116158
111939,Front_Genet,PMC5771128,GSM100112,GSE4460
111941,Front_Genet,PMC5787102,PRJNA418597,SRP125062
111943,Front_Genet,PMC5787102,PRJNA418769,SRP125112
111945,Front_Genet,PMC5801422,GSE11923,GSE11923
111946,Front_Genet,PMC5801422,GSE11922,GSE11922
111947,Front_Genet,PMC5808293,PRJNA248163,SRP044705
111949,Front_Genet,PMC5808213,GSE87446,GSE87446
111952,Front_Genet,PMC5811837,PRJNA393626,SRP114664
111954,Front_Genet,PMC5809758,PRJNA414349,SRP119980
111956,Front_Genet,PMC5816741,SRP083089,SRP083089
111960,Front_Genet,PMC5807349,PRJNA395697,SRP113521
111962,Front_Genet,PMC5827183,SRR6303971,SRP125204
111964,Front_Genet,PMC5820528,GSE11691,GSE11691
111965,Front_Genet,PMC5820528,GSE25628,GSE25628
111966,Front_Genet,PMC5820528,GSE51981,GSE51981
111967,Front_Genet,PMC5820528,GSE6364,GSE6364
111968,Front_Genet,PMC5820528,GSE7305,GSE7305
111969,Front_Genet,PMC5820528,GSE7307,GSE7307
111970,Front_Genet,PMC5820528,GSE7846,GSE7846
111971,Front_Genet,PMC5820528,GSE16461,GSE16461
111972,Front_Genet,PMC5820528,GSE21942,GSE21942
111973,Front_Genet,PMC5820528,GSE26484,GSE26484
111974,Front_Genet,PMC5820528,GSE38010,GSE38010
111975,Front_Genet,PMC5820528,GSE41848,GSE41848
111976,Front_Genet,PMC5820528,GSE41849,GSE41849
111977,Front_Genet,PMC5820528,GSE41890,GSE41890
111980,Front_Genet,PMC5820528,GPL570,GSE2109
111992,Front_Genet,PMC5820528,GPL96,GSE19301
111998,Front_Genet,PMC5820528,GPL571,GSE52428
112022,Front_Genet,PMC5820528,GPL6244,GSE66499
112028,Front_Genet,PMC5820528,GPL16209,NaN
112038,Front_Genet,PMC5820295,GDS157,NaN
112039,Front_Genet,PMC5820295,GDS158,NaN
112040,Front_Genet,PMC5820295,GDS160,NaN
112041,Front_Genet,PMC5820295,GDS161,NaN
112042,Front_Genet,PMC5820295,GDS162,NaN
112043,Front_Genet,PMC5820295,GDS961,GSE1009
112044,Front_Genet,PMC5820295,GDS3656,GSE17635
112045,Front_Genet,PMC5820295,GDS3665,GSE16415
112046,Front_Genet,PMC5820295,GDS3681,GSE12643
112047,Front_Genet,PMC5820295,GDS3782,GSE20966
112048,Front_Genet,PMC5820295,GDS3874,NaN
112049,Front_Genet,PMC5820295,GDS3875,NaN
112050,Front_Genet,PMC5820295,GDS3876,GSE15653
112051,Front_Genet,PMC5820295,GDS3880,GSE19420
112052,Front_Genet,PMC5820295,GDS3881,GSE19790
112053,Front_Genet,PMC5820295,GDS3882,GSE25724
112054,Front_Genet,PMC5820295,GDS3883,GSE23343
112055,Front_Genet,PMC5820295,GDS3884,GSE25462
