,journal,pmc_ID,accession,converted_accession
112056,Front_Genet,PMC5820295,GDS3963,GSE26168
112057,Front_Genet,PMC5820295,GDS3980,GSE13760
112058,Front_Genet,PMC5820295,GDS4012,GSE24290
112059,Front_Genet,PMC5820295,GDS4314,GSE26887
112060,Front_Genet,PMC5820295,GDS4337,GSE38642
112061,Front_Genet,PMC5820295,GDS2790,NaN
112062,Front_Genet,PMC5820295,GDS2791,NaN
112063,Front_Genet,PMC5820295,GDS3104,GSE6798
112064,Front_Genet,PMC5820295,GDS3181,GSE9105
112065,Front_Genet,PMC5820295,GDS3715,GSE22309
112066,Front_Genet,PMC5820295,GDS3781,GSE20950
112067,Front_Genet,PMC5820295,GDS3962,GSE15773
112068,Front_Genet,PMC5834436,SRP090776,SRP090776
112070,Front_Genet,PMC5834436,SRP125874,SRP125874
112074,Front_Genet,PMC5834436,SRP076471,SRP076471
112078,Front_Genet,PMC5829098,PRJNA422135,SRP126611
112080,Front_Genet,PMC5841269,PRJNA171605,SRP014658
112081,Front_Genet,PMC5859378,PRJNA414021,SRP119813
112082,Front_Genet,PMC5864890,GPL13534,GSE105018
112083,Front_Genet,PMC5864890,GSE108567,GSE108567
112087,Front_Genet,PMC5928233,SRP107028,SRP107028
112089,Front_Genet,PMC5928233,PRJNA386519,SRP107028
112092,Front_Genet,PMC5871668,SRX3541360,SRP128575
112094,Front_Genet,PMC5871668,SRX3541359,SRP128575
112096,Front_Genet,PMC5871668,SRX3541362,SRP128575
112098,Front_Genet,PMC5871668,SRX3541361,SRP128575
112100,Front_Genet,PMC5871668,SRX3541364,SRP128575
112102,Front_Genet,PMC5871668,SRX3541363,SRP128575
112104,Front_Genet,PMC5871668,SRX3541366,SRP128575
112106,Front_Genet,PMC5871668,SRX3541365,SRP128575
112108,Front_Genet,PMC5871668,SRX3541358,SRP128575
112110,Front_Genet,PMC5871668,SRX3541357,SRP128575
112112,Front_Genet,PMC5871668,SRX3637961,SRP128575
112114,Front_Genet,PMC5871668,SRX3637959,SRP128575
112116,Front_Genet,PMC5871668,SRX3541367,SRP128575
112118,Front_Genet,PMC5871668,SRX3637960,SRP128575
112120,Front_Genet,PMC5871668,SRP128575,SRP128575
112122,Front_Genet,PMC5876250,GSM2,GSE506
112123,Front_Genet,PMC5890112,SRR5043824,SRP093712
112124,Front_Genet,PMC5890112,SRR5043825,SRP093712
112125,Front_Genet,PMC5890112,SRR5043826,SRP093712
112126,Front_Genet,PMC5890112,SRR5043827,SRP093712
112127,Front_Genet,PMC5890112,SRR5043828,SRP093712
112128,Front_Genet,PMC5890112,SRR5043829,SRP093712
112129,Front_Genet,PMC5890112,SRR5043821,SRP093712
112130,Front_Genet,PMC5890112,SRR5043822,SRP093712
112131,Front_Genet,PMC5890112,SRR5043823,SRP093712
112132,Front_Genet,PMC5890112,SRR5043818,SRP093712
112133,Front_Genet,PMC5890112,SRR5043819,SRP093712
112134,Front_Genet,PMC5890112,SRR5043820,SRP093712
112135,Front_Genet,PMC5890112,SRR5171452,SRP096674
112136,Front_Genet,PMC5890112,SRR5171451,SRP096674
112137,Front_Genet,PMC5895731,GSE101448,GSE101448
112138,Front_Genet,PMC5895731,GSE15471,GSE15471
112139,Front_Genet,PMC5895731,GSE28735,GSE28735
112140,Front_Genet,PMC5895731,GSE32676,GSE32676
112141,Front_Genet,PMC5895731,GSE16515,GSE16515
112142,Front_Genet,PMC5895731,GSE56560,GSE56560
112144,Front_Genet,PMC5895731,GSE101462,GSE101462
112145,Front_Genet,PMC5895731,GSE43288,GSE43288
112146,Front_Genet,PMC5895731,GSE19650,GSE19650
112147,Front_Genet,PMC5895731,GSE33322,GSE33322
112152,Front_Genet,PMC5895704,SRP136097,SRP136097
112154,Front_Genet,PMC5902700,SRP128934,SRP128934
112156,Front_Genet,PMC5914296,SRP130211,SRP130211
112158,Front_Genet,PMC5915474,GDS4296,GSE32474
112160,Front_Genet,PMC5915480,PRJNA392275,SRP216761
112162,Front_Genet,PMC5915480,PRJNA417860,SRP125194
112163,Front_Genet,PMC5928200,GSE95311,GSE95311
112165,Front_Genet,PMC5928158,GPL570,GSE2109
112166,Front_Genet,PMC5936980,SRP138979,SRP138979
112168,Front_Genet,PMC6001002,ERS2374285,ERP107903
112169,Front_Genet,PMC5963087,SRP125573,SRP125573
112170,Front_Genet,PMC5964166,GSE55347,GSE55347
112174,Front_Genet,PMC5964199,GSE89355,GSE89355
112176,Front_Genet,PMC5968201,GSE40458,GSE40458
112177,Front_Genet,PMC5974155,GSE104527,GSE104527
112179,Front_Genet,PMC5949367,SRP120031,SRP120031
112180,Front_Genet,PMC5962711,SRP142591,SRP142591
112181,Front_Genet,PMC5985396,GSE79301,GSE79301
112183,Front_Genet,PMC5985396,GSE100710,GSE100710
112189,Front_Genet,PMC5985396,GSM133336,NaN
112190,Front_Genet,PMC5985396,GSM152783,GSE2109
112191,Front_Genet,PMC5985396,GSM686928,GSE27823;GSE27824
112192,Front_Genet,PMC5985396,GSM686932,GSE27823;GSE27824
112193,Front_Genet,PMC5985396,GSM686935,GSE27823;GSE27824
112194,Front_Genet,PMC5985396,GSM686936,GSE27823;GSE27824
112195,Front_Genet,PMC5985396,GSM686937,GSE27823;GSE27824
112196,Front_Genet,PMC5985396,GSM686939,GSE27823;GSE27824
112197,Front_Genet,PMC5985396,GSM686941,GSE27823;GSE27824
112198,Front_Genet,PMC5985396,GSM686943,GSE27823;GSE27824
112199,Front_Genet,PMC5985396,GSM686926,GSE27823;GSE27824
112200,Front_Genet,PMC5985396,GSM686945,GSE27823;GSE27824
112201,Front_Genet,PMC5985396,GSM699633,GSE28264
112202,Front_Genet,PMC5985396,GSM699637,GSE28264
112203,Front_Genet,PMC5985396,GSM152782,GSE2109
112205,Front_Genet,PMC5985396,GSM152784,GSE2109
112208,Front_Genet,PMC5985396,GSM714610,GSE28857
112209,Front_Genet,PMC5985396,GSM100688,GSE4476
112210,Front_Genet,PMC5985396,GSM157365,GSE6830
112211,Front_Genet,PMC5985396,GSM816634,GSE32970
112212,Front_Genet,PMC5985396,GSE73782,GSE73782
112213,Front_Genet,PMC5986885,PRJNA395439,SRP115274
112215,Front_Genet,PMC5996578,SRP127306,SRP127306
112217,Front_Genet,PMC6018152,SRP143497,SRP143497
112218,Front_Genet,PMC6013768,GSE111845,GSE111845
112219,Front_Genet,PMC6039543,PRJNA378560,SRP103879
112221,Front_Genet,PMC6048248,PRJNA272154,SRP058458
112223,Front_Genet,PMC6048248,PRJNA375813,SRP100847
112225,Front_Genet,PMC6048248,PRJNA375814,SRP100752
112227,Front_Genet,PMC6048248,PRJNA375815,SRP100768
112229,Front_Genet,PMC6048248,PRJNA375816,SRP100751
112231,Front_Genet,PMC6048221,GSE33240,GSE33240
112233,Front_Genet,PMC6048221,GSE14480,GSE14480
112235,Front_Genet,PMC6052089,GSE1428,GSE1428
112236,Front_Genet,PMC6052089,GSE25941,GSE25941
112237,Front_Genet,PMC6052089,GSE28392,GSE28392
112238,Front_Genet,PMC6052089,GSE28422,GSE28422
112239,Front_Genet,PMC6052089,GSE38718,GSE38718
112240,Front_Genet,PMC6052089,GSE40645,GSE40645
112241,Front_Genet,PMC6052089,GSE47881,GSE47881
112242,Front_Genet,PMC6052089,GSE47969,GSE47969
112243,Front_Genet,PMC6052089,GSE59880,GSE59880
112244,Front_Genet,PMC6052089,GSE80,GSE80
112254,Front_Genet,PMC6052129,GSE44112,GSE44112
112255,Front_Genet,PMC6052129,GSE19055,GSE19055
112256,Front_Genet,PMC6052129,GSE63654,GSE63654
112263,Front_Genet,PMC6056647,GSE19826,GSE19826
112264,Front_Genet,PMC6056647,GSE27342,GSE27342
112265,Front_Genet,PMC6056647,GSE29272,GSE29272
112266,Front_Genet,PMC6056647,GSE33335,GSE33335
112267,Front_Genet,PMC6056647,GSE54129,GSE54129
112268,Front_Genet,PMC6056647,GSE56807,GSE56807
112269,Front_Genet,PMC6056647,GSE63089,GSE63089
112270,Front_Genet,PMC6056647,GSE65801,GSE65801
112271,Front_Genet,PMC6056647,GSE79973,GSE79973
112281,Front_Genet,PMC6056635,GSE99511,GSE99511
112282,Front_Genet,PMC6056635,GSE68339,GSE68339
112283,Front_Genet,PMC6056635,GSE46306,GSE46306
112284,Front_Genet,PMC6056635,GSE41384,GSE41384
112285,Front_Genet,PMC6056635,GSE37020,GSE37020
112286,Front_Genet,PMC6056635,GSE36637,GSE36637
112287,Front_Genet,PMC6056635,GSE30760,GSE30760
112288,Front_Genet,PMC6056635,GSE20080,GSE20080
112318,Front_Genet,PMC6056626,GSE84515,GSE84515
112320,Front_Genet,PMC6060367,GPL21057,GSE74332
112322,Front_Genet,PMC6060367,GSE95422,GSE95422
112324,Front_Genet,PMC6103536,GSM266811,GSE10567
112325,Front_Genet,PMC6103536,GSE99159,GSE99159
112326,Front_Genet,PMC6103536,GSE96769,GSE96769
112328,Front_Genet,PMC6062655,SRP142580,SRP142580
112332,Front_Genet,PMC6062655,DRA003951,DRP003109
112334,Front_Genet,PMC6077245,PRJNA416150,SRP122763
112338,Front_Genet,PMC6079390,SRP139976,SRP139976
112339,Front_Genet,PMC6079390,GSE116950,GSE116950
112343,Front_Genet,PMC6086009,SRP100978,SRP100978
112347,Front_Genet,PMC6095975,PRJNA399520,SRP127640
112349,Front_Genet,PMC6085591,GSE15573,GSE15573
112350,Front_Genet,PMC6085591,GSE17755,GSE17755
112351,Front_Genet,PMC6085591,GSE1919,GSE1919
112358,Front_Genet,PMC6102505,ERP107829,ERP107829
112359,Front_Genet,PMC6102425,GSE53655,GSE53655
112360,Front_Genet,PMC6102425,GSE83404,GSE83404
112361,Front_Genet,PMC6102479,SRR3305038,SRP072428
112362,Front_Genet,PMC6102479,SRR2080995,SRP059734
112363,Front_Genet,PMC6102479,SRR5274891,SRP100435
112364,Front_Genet,PMC6102479,SRR5188171,SRP097086
112365,Front_Genet,PMC6102479,SRR6029567,SRP117344
112366,Front_Genet,PMC6102479,SRR6111161,SRP119033
112367,Front_Genet,PMC6104177,GSE19750,GSE19750
112368,Front_Genet,PMC6104177,GSE10927,GSE10927
112382,Front_Genet,PMC6104177,GSM277130,GSE10927
112393,Front_Genet,PMC6125376,GSE48556,GSE48556
112396,Front_Genet,PMC6103486,GSE106512,GSE106512
112398,Front_Genet,PMC6102323,PRJNA476209,SRP150599
112400,Front_Genet,PMC6109778,GSE81847,GSE81847
112402,Front_Genet,PMC6109778,PRJNA313132,SRP070914
112409,Front_Genet,PMC6120986,GSE65950,GSE65950
112411,Front_Genet,PMC6125400,SRP156323,SRP156323
112412,Front_Genet,PMC6125400,GSE117925,GSE117925
112413,Front_Genet,PMC6133993,GSE52826,GSE52826
112414,Front_Genet,PMC6133993,GSE74693,GSE74693
112415,Front_Genet,PMC6133993,GSE79366,GSE79366
112416,Front_Genet,PMC6133993,GSE53045,GSE53045
112417,Front_Genet,PMC6133993,GSE36054,GSE36054
112418,Front_Genet,PMC6133993,GSE42861,GSE42861
112419,Front_Genet,PMC6128223,SRP133026,NaN
112421,Front_Genet,PMC6128223,SRP132647,NaN
112423,Front_Genet,PMC6127677,GSE24982,GSE24982
112426,Front_Genet,PMC6127677,GPL1355,GSE57815;GSE57822
112431,Front_Genet,PMC6139350,SRR6666247,SRP132051
112433,Front_Genet,PMC6139350,SRR6666246,SRP132051
112435,Front_Genet,PMC6139350,SRR6666245,SRP132051
112437,Front_Genet,PMC6139350,SRR6666244,SRP132051
112439,Front_Genet,PMC6139350,SRR6666251,SRP132051
112441,Front_Genet,PMC6139350,SRR6666250,SRP132051
112443,Front_Genet,PMC6139350,SRR6666249,SRP132051
112445,Front_Genet,PMC6139350,SRR6666248,SRP132051
112447,Front_Genet,PMC6139350,SRR6666243,SRP132051
112449,Front_Genet,PMC6156141,PRJNA471103,SRP145510
112450,Front_Genet,PMC6156156,SRP083005,SRP083005
112451,Front_Genet,PMC6156156,PRJNA040135,NaN
112453,Front_Genet,PMC6156156,SRR4068853,SRP083005
112455,Front_Genet,PMC6156156,SRR4068854,SRP083005
112457,Front_Genet,PMC6172409,GSE32894,GSE32894
112458,Front_Genet,PMC6172409,GSE13507,GSE13507
112459,Front_Genet,PMC6172409,GSE31684,GSE31684
112472,Front_Genet,PMC6146974,GSE114247,GSE114247
112473,Front_Genet,PMC6158337,GSE83141,GSE83141
112475,Front_Genet,PMC6154015,GSE115990,GSE115990
112477,Front_Genet,PMC6170618,ERS1870077,ERP024400
112479,Front_Genet,PMC6170618,ERS2312967,ERP107620
112491,Front_Genet,PMC6166008,GSE28146,GSE28146
112495,Front_Genet,PMC6166094,GSE73018,GSE73018
112496,Front_Genet,PMC6172705,GSM2,GSE506
112498,Front_Genet,PMC6180280,GSE34608,GSE34608
112499,Front_Genet,PMC6180280,GSE19439,GSE19439
112500,Front_Genet,PMC6180280,GPL6947,GSE20142
112501,Front_Genet,PMC6180280,GSE19444,GSE19444
112503,Front_Genet,PMC6180280,GSE19442,GSE19442
112505,Front_Genet,PMC6180280,GSE25534,GSE25534
112506,Front_Genet,PMC6180280,GPL1708,GSE5272
112507,Front_Genet,PMC6180280,GSE28623,GSE28623
112508,Front_Genet,PMC6180280,GPL4133,GSE25935;GSE26106
112510,Front_Genet,PMC6180280,GPL6480,GSE74357
112511,Front_Genet,PMC6180280,GSE37250,GSE37250
112512,Front_Genet,PMC6180280,GPL10558,GSE65907
112513,Front_Genet,PMC6180280,GSE56153,GSE56153
112514,Front_Genet,PMC6180280,GPL6883,GSE36868
112515,Front_Genet,PMC6180280,GSE73408,GSE73408
112516,Front_Genet,PMC6180280,GPL11532,GSE88794
112517,Front_Genet,PMC6180280,GSE39939,GSE39939
112519,Front_Genet,PMC6180280,GSE39940,GSE39940
112521,Front_Genet,PMC6180280,GSE41055,GSE41055
112527,Front_Genet,PMC6186986,GSE116134,GSE116134
112529,Front_Genet,PMC6190895,SRR6378093,SRP126811
112530,Front_Genet,PMC6190895,SRR6378094,SRP126811
112531,Front_Genet,PMC6190895,SRR6378095,SRP126811
112532,Front_Genet,PMC6190895,SRR6378096,SRP126811
112533,Front_Genet,PMC6190895,SRR6378097,SRP126811
112534,Front_Genet,PMC6190895,SRR6378098,SRP126811
112535,Front_Genet,PMC6190895,SRR6378099,SRP126811
112536,Front_Genet,PMC6190895,SRR6378100,SRP126811
112537,Front_Genet,PMC6190895,SRR6378101,SRP126811
112538,Front_Genet,PMC6190895,SRR6378102,SRP126811
112539,Front_Genet,PMC6190895,SRR6378103,SRP126811
112540,Front_Genet,PMC6190895,SRR6411189,SRP127378
112541,Front_Genet,PMC6190895,SRR6411190,SRP127378
112542,Front_Genet,PMC6190895,SRR6411191,SRP127378
112543,Front_Genet,PMC6190895,SRR6411192,SRP127378
112544,Front_Genet,PMC6190895,SRR6411193,SRP127378
112545,Front_Genet,PMC6190895,SRR6411194,SRP127378
112546,Front_Genet,PMC6190895,SRR6411195,SRP127378
112547,Front_Genet,PMC6190895,SRR6411196,SRP127378
112548,Front_Genet,PMC6190895,SRR6411197,SRP127378
112549,Front_Genet,PMC6190895,SRR6411198,SRP127378
112550,Front_Genet,PMC6190895,SRR6411199,SRP127378
112551,Front_Genet,PMC6190895,SRR6411200,SRP127378
112552,Front_Genet,PMC6190895,SRX743626,SRP049277
112553,Front_Genet,PMC6189278,GSE62971,GSE62971
112555,Front_Genet,PMC6189278,GSE89355,GSE89355
112557,Front_Genet,PMC6190898,SRP026407,SRP026407
112558,Front_Genet,PMC6190866,GSE115131,GSE115131
112560,Front_Genet,PMC6186791,SRP158178,SRP158178
112562,Front_Genet,PMC6194157,GSE18842,GSE18842
112563,Front_Genet,PMC6194157,GSE19804,GSE19804
112564,Front_Genet,PMC6194157,GSE43458,GSE43458
112565,Front_Genet,PMC6194157,GSE62113,GSE62113
112575,Front_Genet,PMC6194157,GPL570,GSE2109
112579,Front_Genet,PMC6194157,GPL6244,GSE66499
112581,Front_Genet,PMC6194157,GPL14951,GSE117556
112586,Front_Genet,PMC6194320,PRJNA343584,SRP090157
112588,Front_Genet,PMC6194320,PRJNA289059,NaN
112590,Front_Genet,PMC6194152,GSE51981,GSE51981
112591,Front_Genet,PMC6194152,GPL570,GSE2109
112593,Front_Genet,PMC6194152,GSM125668,GSE5479
112595,Front_Genet,PMC6194152,GSM125667,GSE5479
112597,Front_Genet,PMC6198048,ERR2366789,ERP107313
112599,Front_Genet,PMC6198048,ERR2366790,ERP107313
112601,Front_Genet,PMC6206165,SRP130184,SRP130184
112605,Front_Genet,PMC6207841,SRP158315,SRP158315
112607,Front_Genet,PMC6209823,SRP095646,SRP095646
112609,Front_Genet,PMC6204663,SRA065461,NaN
112610,Front_Genet,PMC6204663,SRP047260,SRP047260
112611,Front_Genet,PMC6204663,SRP159212,NaN
112612,Front_Genet,PMC6200853,SRP067820,SRP067820
112614,Front_Genet,PMC6200844,PRJNA490803,SRP161739
112615,Front_Genet,PMC6201709,GSE49711,GSE49711
112617,Front_Genet,PMC6217592,GSE47875,GSE47875
112619,Front_Genet,PMC6217592,SRP039021,SRP039021
112621,Front_Genet,PMC6217592,GSE55347,GSE55347
112623,Front_Genet,PMC6217592,SRP158667,SRP158667
112625,Front_Genet,PMC6217592,GSE118956,GSE118956
112627,Front_Genet,PMC6231050,PRJNA387488,SRP107900
112629,Front_Genet,PMC6231050,SRP107900,SRP107900
112631,Front_Genet,PMC6231050,SRS2220410,SRP107900
112633,Front_Genet,PMC6231050,SRS2220411,SRP107900
112635,Front_Genet,PMC6231050,SRS2220412,SRP107900
112637,Front_Genet,PMC6255970,GSE30249,GSE30249
112639,Front_Genet,PMC6255970,GSE80699,GSE80699
112641,Front_Genet,PMC6255970,GPL13779,GSE54705
112649,Front_Genet,PMC6250768,PRJNA480800,SRP153317
112652,Front_Genet,PMC6250768,PRJNA264003,SRP048962
112653,Front_Genet,PMC6250768,GSE117404,GSE117404
112654,Front_Genet,PMC6250768,GSE63884,GSE63884
112658,Front_Genet,PMC6293859,SRR6241620,SRP118955
112659,Front_Genet,PMC6293859,SRR6262716,SRP118955
112660,Front_Genet,PMC6240694,GSE50705,GSE50705
112661,Front_Genet,PMC6246625,SRP150700,NaN
112663,Front_Genet,PMC6246748,SRR835483,SRP021538
112664,Front_Genet,PMC6246748,GSM707678,GSE28591
112665,Front_Genet,PMC6246748,GSM494811,GSE19812;GSE19833
112666,Front_Genet,PMC6246748,GSM166632,GSE6754
112667,Front_Genet,PMC6246748,GSM166631,GSE6754
112669,Front_Genet,PMC6246748,GSM381716,GSE15286
112670,Front_Genet,PMC6247818,SRP123031,SRP123031
112672,Front_Genet,PMC6253938,GSE120256,GSE120256
112674,Front_Genet,PMC6277748,SRX1035287,SRP058574
112675,Front_Genet,PMC6277748,SRS1759772,SRP092079
112676,Front_Genet,PMC6277748,SRX329521,SRP028339
112677,Front_Genet,PMC6277748,SRS1683502,SRP087658
112678,Front_Genet,PMC6277748,SRP067720,SRP067720
112679,Front_Genet,PMC6277748,SRP075216,SRP075216
112680,Front_Genet,PMC6277748,ERS123950,ERP001340
112681,Front_Genet,PMC6277748,SRX342661,SRP029431
112682,Front_Genet,PMC6277748,SRP094812,SRP094812
112683,Front_Genet,PMC6292862,PRJNA312138,SRP071632
112685,Front_Genet,PMC6292862,PRJNA238491,SRP039339
112687,Front_Genet,PMC6315167,GSE41258,GSE41258
112689,Front_Genet,PMC6315167,GSE62322,GSE62322
112690,Front_Genet,PMC6315167,GSE68468,GSE68468
112696,Front_Genet,PMC6288283,GSE84767,GSE84767
112698,Front_Genet,PMC6288258,GSE100321,GSE100321
112702,Front_Genet,PMC6288258,GSE91060,GSE91060
112704,Front_Genet,PMC6288178,GSE112399,GSE112399
112705,Front_Genet,PMC6288284,SRR342398,SRP008133
112706,Front_Genet,PMC6288284,SRR3036336,SRP067310
112707,Front_Genet,PMC6288284,SRR1185341,SRP039539
112708,Front_Genet,PMC6288284,SRR1660441,SRP050156
112709,Front_Genet,PMC6288284,SRR5351748,SRP102051
112710,Front_Genet,PMC6288284,SRR959086,SRP029246
112711,Front_Genet,PMC6288284,PRJNA477399,SRP151082
112712,Front_Genet,PMC6288284,SRR5997852,SRP116672
112713,Front_Genet,PMC6288284,SRR5451065,SRP104012
112714,Front_Genet,PMC6288284,SRR1583887,SRP047392
112715,Front_Genet,PMC6288284,SRR1552917,SRP043979
112716,Front_Genet,PMC6288284,PRJNA202478,SRP026407
112717,Front_Genet,PMC6288284,SRR1038441,SRP032931
112718,Front_Genet,PMC6288284,PRJNA274017,SRP066654
112720,Front_Genet,PMC6288284,SRP012989,SRP012989
112721,Front_Genet,PMC6288284,SRR2043486,SRP058809
112724,Front_Genet,PMC6288315,GSE116951,GSE116951
112728,Front_Genet,PMC6290080,PRJNA494031,NaN
112732,Front_Genet,PMC6290329,GSE121582,GSE121582
112734,Front_Genet,PMC6284056,GSE52339,GSE52339
112735,Front_Genet,PMC6284056,GSE118889,GSE118889
112738,Front_Genet,PMC6282001,GSE49710,GSE49710
112739,Front_Genet,PMC6282001,GSE45480,GSE45480
112740,Front_Genet,PMC6282001,GSE16476,GSE16476
112750,Front_Genet,PMC6282001,GPL16876,GSE45480;GSE45547
112772,Front_Genet,PMC6297185,GSE120548,GSE120548
112774,Front_Genet,PMC6305968,GSM146456,GSE6337
112776,Front_Genet,PMC6305968,GSM117378,Homo sapiens
112780,Front_Genet,PMC6295454,PRJNA395429,SRP113389
112782,Front_Genet,PMC6295454,PRJNA352481,SRP092591
112783,Front_Genet,PMC6305990,GSE75271,GSE75271
112786,Front_Genet,PMC6305990,GSE75285,GSE75285
112787,Front_Genet,PMC6305343,GSE37015,GSE37015
112790,Front_Genet,PMC6305343,GSE18509,GSE18509
112791,Front_Genet,PMC6305343,GSE31568,GSE31568
112792,Front_Genet,PMC6306448,GSE80454,GSE80454
112793,Front_Genet,PMC6306448,GSE116452,GSE116452
112794,Front_Genet,PMC6306448,GSM212624,GSE8563
112795,Front_Genet,PMC6306448,GSM323158,GSE12890
112796,Front_Genet,PMC6306448,GSM323159,GSE12890
112802,Front_Genet,PMC6299066,PRJNA480768,SRP153267
112803,Front_Genet,PMC6305552,PRJNA473354,SRP149090
112805,Front_Genet,PMC6304422,PRJNA483101,SRP155458
112807,Front_Genet,PMC6304422,SRP155458,SRP155458
112809,Front_Genet,PMC6304422,GSE110525,GSE110525
112810,Front_Genet,PMC6305283,SRP158656,SRP158656
112812,Front_Genet,PMC6332313,SRX2568809,SRP100111
112813,Front_Genet,PMC6331691,GSE78721,GSE78721
112814,Front_Genet,PMC6372563,GSE101144,GSE101144
112817,Front_Genet,PMC6372563,GSE119215,GSE119215
112820,Front_Genet,PMC6341070,GSE7440,GSE7440
112821,Front_Genet,PMC6341070,GSE10255,GSE10255
112822,Front_Genet,PMC6341070,GSE10792,GSE10792
112823,Front_Genet,PMC6341070,GSE11877,GSE11877
112824,Front_Genet,PMC6341070,GSE13351,GSE13351
112825,Front_Genet,PMC6341070,GSE13425,GSE13425
112826,Front_Genet,PMC6341070,GSE33315,GSE33315
112827,Front_Genet,PMC6341070,GSE635,GSE635
112830,Front_Genet,PMC6341070,GSE13204,GSE13204
112843,Front_Genet,PMC6341070,GSE4698,GSE4698
112859,Front_Genet,PMC6341065,GSE25066,GSE25066
112860,Front_Genet,PMC6341065,GSE41998,GSE41998
112861,Front_Genet,PMC6341065,GSE9782,GSE9782
112862,Front_Genet,PMC6341065,GSE39754,GSE39754
112863,Front_Genet,PMC6341065,GSE68871,GSE68871
112864,Front_Genet,PMC6341065,GSE55145,GSE55145
112868,Front_Genet,PMC6341065,GSE39753,GSE39753
112882,Front_Genet,PMC6341065,GSE55134,GSE55134
112913,Front_Genet,PMC6336703,GSE77335,GSE77335
112914,Front_Genet,PMC6345689,PRJNA481721,SRP154331
112916,Front_Genet,PMC6345689,PRJNA415944,SRP121658
112920,Front_Genet,PMC6345689,SRR7536480,SRP154331
112922,Front_Genet,PMC6345689,SRR7536499,SRP154331
112924,Front_Genet,PMC6345689,SRR7536500,SRP154331
112926,Front_Genet,PMC6345689,SRR7536502,SRP154331
112928,Front_Genet,PMC6345689,SRR6223527,SRP121658
112930,Front_Genet,PMC6345689,SRR6223532,SRP121658
112932,Front_Genet,PMC6345689,SRR6223535,SRP121658
112934,Front_Genet,PMC6345689,SRR6223542,SRP121658
112936,Front_Genet,PMC6335273,ERP002160,ERP002160
112938,Front_Genet,PMC6335273,PRJNA479378,SRP152906
112940,Front_Genet,PMC6349826,GSE122315,GSE122315
112941,Front_Genet,PMC6349826,GSE122184,GSE122184
112942,Front_Genet,PMC6382020,GSE110159,NaN
112943,Front_Genet,PMC6365429,GSE32504,GSE32504
112945,Front_Genet,PMC6365429,GSE39036,GSE39036
112949,Front_Genet,PMC6351499,GSE124157,GSE124157
112951,Front_Genet,PMC6363705,PRJNA507468,SRP171077
112952,Front_Genet,PMC6361810,GSE45719,GSE45719
112954,Front_Genet,PMC6361810,GSE60361,GSE60361
112956,Front_Genet,PMC6361810,GSE59739,GSE59739
112958,Front_Genet,PMC6361810,GSE52529,GSE52529
112960,Front_Genet,PMC6369179,GSE21122,GSE21122
112961,Front_Genet,PMC6369179,GSE21050,GSE21050
112964,Front_Genet,PMC6369179,GSM528297,GSE21122;GSE21124
112965,Front_Genet,PMC6369179,GSM528333,GSE21122;GSE21124
112970,Front_Genet,PMC6369361,GSE28880,GSE28880
112971,Front_Genet,PMC6369361,GSE81250,GSE81250
112972,Front_Genet,PMC6369361,GSE63468,GSE63468
112974,Front_Genet,PMC6369361,GSE77577,GSE77577
112975,Front_Genet,PMC6369361,GSE48463,GSE48463
112976,Front_Genet,PMC6375901,SRP100978,SRP100978
112977,Front_Genet,PMC6375901,SRP106943,SRP106943
112978,Front_Genet,PMC6378276,PRJNA380024,NaN
112979,Front_Genet,PMC6378286,SRP133982,SRP133982
112981,Front_Genet,PMC6378286,SRP132243,SRP132243
112983,Front_Genet,PMC6378286,SRP132319,SRP132319
